,ID,NAZWASEKCJI,WARTOSC,DATA_WPLYWU,WI_KONKURS_ID,TYTUL,SLOWA_KLUCZE,WI_STATUSWNIOSKU_KOD
0,104074,opisProjektuLiteratura,"KUDELA P., FRANASZCZUK P.J., BERGEY G.K.,: A SIMPLE COMPUTER MODEL OF EXCITABLE SYNAPTICALLY CONNECTED NEURONS. BIOLOGICAL CYBERNETICS 77:71-77, 1997",,79,Modelowanie czynności elektrycznej wybranych struktur kory mózgowej w wielopopulacyjnej sieci neuronowej,,183
1,104082,opisProjektuLiteratura,"BULLER A.: SOCIETY OF AGENTS AND FUZZY CONTROL, MODELLING AND SIMULATION, IASTED, ANAHEIM, 1995, S. 185-188<BR>BULLER A.: FUZZY VS. FIZZY, PROC. IEE/NAGOYA UNIV. WWW ON FUZZY LOGIC, NAGOYA, JAPAN, 1995, S. 1-6<BR>BULLER A.: RAT FARM., PROC. IEEE/NAGOYA UNIVERSITY WWW ON FUZZY LOGIC., NAGOYA, JAPAN 1995, S. 69-75<BR>KALISZ R., KUBIŃSKI W., BULLER A.: IN SEARCH OF A FRAME OF MIND, WYDAWN. UG, GDAŃSK, 1996, S. 150",,79,Ekran Neuronalny: środowisko interakcji inteligentnych rekordów multimedialnych,,183
2,104087,opisProjektuLiteratura,"GAMBIN W.: SEIZING EFFECT IN THE ROLLER BURMISHING PROCESS, ACTA PHYSICAL POLONICA A, 89, 3, 371-375 STARZYŃSKI G., GAMBIN W.: NATURAL SURFACE LAYER OF METALS, ACTA PHYSICA POLONICA A, 89, 3, 377-380, 1996 GAMBIN W.: FINITE ELEMENT ANALYSIS OF TEXTURED MATERIALS, J. THEAR. APPL. MECH. 4, 34, 713, 1996",,79,Sprężysto-plastyczna i mikroplastyczna analiza procesu nagniatania warstw wierzchnich metali,,183
3,104088,opisProjektuLiteratura,"ŁAGODA T., MACHA E.: ZADANIE I - WPŁYW OBCIĄŻEŃ NIEPROPORCJONALNYCH NA TRWAŁOŚĆ ZMĘCZENIOWĄ, RAPORT WM 6/94, OPOLE 1995, S. 86<BR>ŁAGODA T.: ZADANIE II - ROLA ZWIĄZKÓW KORELACYJNYCH MIĘDZY SKŁADOWYMI STANU NAPRĘŻENIA PRZY OBLICZANIU TRWAŁOŚCI ZMĘCZENIOWEJ TWORZYW KONSTRUKCYJNYCH, RAPORT WM 6/95, OPOLE 1995, S. 184",,79,Modele trwałości zmęczeniowej tworzyw konstrukcyjnych przy wieloosiowych obciążeniach nieproporcjonalnych,,183
4,104089,opisProjektuLiteratura,"BIAŁAS S.: TOLEROWANIE WEKTOROWE I JEGO ASPEKTY METROLOGICZNE. MATER.VIII KRAJ.KONF.METROLOGII.W-WA 1995, T.1, S.31-38<BR>BIAŁAS S.: VECTORIAL TOLERANCING - ADVANTAGES AND PROBLEMS. PROCEEDINGS OF THE 7TH GERMAN - POLISH SEMINAR&QUOT; GEGENWARTIGE TENDENZEN IN DER RECHNERUNTERSTUTZUNG DER INGENIEURARBEIT&QUOT;, FACHHOCHSCHULE KOLN, KOLN, 1995, S. 35-40<BR>BIAŁAS S.: WEKTOROWE I KONWENCJONALNE TOLEROWANIE POŁOŻENIA PŁASZCZYZNY. POSTĘPY TECHNOLOGII MASZYN I URZĄDZEŃ, VOL. 20, NR 1, 1996, S. 9-16<BR>BUAŁAS S., HUMIENNY Z, KISZKA K.: VECTORIAL AND CLASICAL TOLERANCING - COMPARISON ON SELECTED CASES. II KARJOWA KONF. NAUK. Z UDZIAŁEM MIĘDZYNARODOWYM &QUOT;WSPÓŁRZĘDNOŚCIOWA TECHNIKA POMIAROWA&QUOT;, BIELSKO-BIAŁA 1996, ZESZYTY NAUKOWE POLITECHNIKI ŁÓDZKIEJ FILIA W BIELSKU-BIAŁEJ, SERIA BUDOWA EKSPLOATACJA MASZYN Z.26, S.9-16<BR>BIAŁAS S.: CONVERTING RELATED GEOMETRICAL TOLERANCES OF PLANE INTO VECTORIAL SYSTEM - ASSESSMENT OF ORIENTATION VECTOR COMPONENTS. DOCUMENT ISO/TC/231/AG 3 N 15, 1996, S. 8",,79,Tolerowanie wektorowe w systemach projektowania i zapewnienia jakości,,183
5,104093,opisProjektuLiteratura,"SENATORSKI J., BURAKOWSKI T., MARCZAK R.: EMPIRYCZNA OCENA STANU EKSPLOATACYJNEJ WW W ASPEKCIE TARCIA BEZZUŻYCIOWEGO, PROBLEMY EKSPLOATACJI, NR 4, RADOM 1996, S. 5<BR>MARCZAK R., SENATORSKI J.: SOME EXPERIENS IN STUDY OF NO-WEAR FRICTION, ARCHIWUM BUDOWY MASZYN, V. XLIV, Z. 1, WARSZAWA 1997, S. 6",,79,Ocena stanu warstwy wierzchniej par tribologicznych podczas tarcia,,183
6,104094,opisProjektuLiteratura,"KOZIARSKI C.: SPRĘŻENIE KOŁA Z SZYNĄ. XI KONFERENCJA NAUKOWA &QUOT;POJAZDY SZYNOWE&QUOT;, KRAKÓW I SZCZAWNICA 1995, MAT. KONF. CZ. II, S. 98-106<BR>KOZIARSKI C.: MODEL SPRZĘŻENIA KOŁA Z SZYNĄ. XII KONF. NAUK. &QUOT;POJAZDY SZYNOWE&QUOT;, POZNAŃ-RYDZYNA 1996, S. 149-154<BR>KOZIARSKI C.: WPŁYW ZMIAN TEMPERATURY NA MECHANIZM SPRZĘŻENIA W TARCIU TOCZNYM XXI JESIENNA SZKOŁA TRIBOLOGICZNA ŁÓDŹ-ARTURÓWEK 1996<BR>KOZIARSKI C.: UNTERSUCHUNGEN DES REIBRADER-KOPPLUNGSMECHANISMUS. TRIBILOGIE UND SCHMIERUNGSTECHNIK 42, 1995, NR 2, S. 66-72<BR>KOZIARSKI C.: LABOR-FRIKTIONSBREMSEN MIT RÜCKFÜHRUNG. TRIBOLOGIE UND SCHMIERUNGSTECHNIK 43, NR 3, 1996, S. 140-143",,79,Mechanizm sprzężenia w tarciu tocznym,,183
7,104099,opisProjektuLiteratura,"KOWALEWSKI T., CYBULSKI A.: EXPERIMENTAL AND NUMERICAL INVESTIGATIONS OF NATURAL CONVECTION IN FREEZING WATER. INT. CONF. ON HEAT TRANSFER WITH CHANGE OF PHASE, KIELCE (POLAND), DEC. 8-10, 1996, MECHANICS, VOL.61/2, 1996, S. 7-16<BR>KOWALEWSKI T. A.: EXPERIMENTAL VALIDATION OF NUMERICAL CODES IN THERMALLY DRIVEN FLOWS, IPPT PAN 4/1997, S. 20<BR>KOWALEWSKI T. A.: RAPORT KOŃCOWY WW. PRACY, IPPT PAN, WARSZAWA 1997",,79,Struktury przepływu w konwekcji swobodnej cieczy z przemianą fazową w kanale zamkniętym z chłodzoną górną powierzchnią,,183
8,104101,opisProjektuLiteratura,"GAŁKOWSKI Z.: WPŁYW TEMPERATURY NA AMPLITUDĘ DRGAŃ UKŁADU MECHANICZNEGO ZE SPRĘŻYNĄ SMA. MATERIAŁY II SZKOŁY &QUOT;METODY AKTYWNE REDUKCJI DRGAŃ I HAŁASU&QUOT;, KRAKÓW-ZAKOPANE, 1995,S, 6<BR>GAŁKOWSKI Z.: ANALIZA DYNAMICZNA NIEROZŁĄCZNEGO POŁĄCZENIA TULEJA-WAŁ WYKONANEGO Z SMA Z UWZGLĘDNIENIEM TARCIA KONSTRUKCYJNEGO. ZESZYTY NAUKOWE POLITECHNIKI RZESZOWSKIEJ, NR 151, MECHANIKA Z. 48 T. 2 , 1996, S. 8<BR>PIETRZAKOWSKI M.: WARSTWY PIEZOELEKTRYCZNE W STEROWANIU POSTACIAMI DRGAN JEDNOWYMIAROWEJ PŁYTY. MATERIAŁY &QUOT;II SZKOŁA METODY AKTYWNE REDUKCJI DRGAŃ I HAŁASU&QUOT;, KRAKÓW-ZAKOPANE, 1995, S. 6<BR>PIETRZAKOWSKI M.: INFLUENCE OF PIEZOELECTRIC BENDING ON DYNAMICS STRUCTURES, INTERNATIONAL MATERIAŁY XVII SYMPOZJUM &QUOT;DRGANIA W UKŁADACH FIZYCZNYCH&QUOT;, POLITECHNIKA POZNAŃSKA, 1996, S.2<BR>PRZYBYŁOWICZ P.: TORSIONAL MODEL OF BEAM - PIEZOELECTRIC ACTUATOR COUPLING FOR ACTIVE VIBRATION CONTROL. JOURNAL OF THEORETICAL AND APPLIED MECHANICS, 4, 33, 1995, S. 15<BR>PRZYBYŁOWICZ P.: AKTYWNE TŁUMIENIE DRGAŃ ZA POMOCĄ ELEMENTÓW PIEZOELEKTRYCZNYCH. PRACA DOKTORSKA, POLITECHNIKA WARSZAWSKA, 1995, S. 110<BR>TYLIKOWSKI A.: INTELIGENT MATERIAL AND STRUCTURES. MATERIAŁY &QUOT;CONGRESS GAMM&QUOT;, BRAUNSCHWEIG, 1994, S. 1<BR>TYLIKOWSKI A.: ACTIVE CONTROL OF MECHANICAL DISTRIBUTED SYSTEMS WITH STOCHASTIC PARAMETRIC EXCITATION, MODELLING AND OPTYMALIZATION OF DISTRIBUTED PARAMETER SYSTEMS - APPLICATION TO ENGINEERING, CHAPMANN AND HAL, 1996, S. 8",,79,Zastosowanie materiałów inteligentnych do sterowania drganiami,,183
9,104104,opisProjektuLiteratura,"BIAŁECKI R. A.: COUPLING HEAT RADIATION IN CAVITIES WITH NONLINEAR HEAT CONDUCTION. BEM 16, PROC. INT. BEM CONF. SOUTHHAMPTON, 1994, C.A. BREBBIA (RED.), 81-91, CMP, SOUTHHAMPTON AND BOSTON, 1994<BR>BIAŁECKI R. A.: ZASTOSOWANIE METODY ELEMENTÓW BRZEGOWYCH DO OBLICZANIA PÓL TEMPERATURY W CIAŁACH ZAWIERAJĄCYCH WNĘKI WYMIENIAJĄCE CIEPŁO NA DRODZE KONWEKCJI I WZAJEMNEGO OPROMIENIOWANIA SIĘ ŚCIAN. IX SYMP. WYMIANY CIEPŁA I MASY, AUGUSTÓW 1995, KOM. TERM. SPAL. PAN, 1995, 91-100",,79,Doskonalenie metody elementów brzegowych w jej zastosowaniach do radiacyjnej wymiany ciepła,,183
